Id,Season,City,Date,Team1,Team2,Toss_Winner,Toss_Decision,Result,DL_Applied,Winner,Win_By_Runs,Win_By_Wickets,Player_Of_Match,Venue,Umpire1,Umpire2,Umpire3
1295181,2021/22,Doha,21-01-22,Afghanistan,Netherlands,Netherlands,Field,Normal,No,Afghanistan,36,0,Hashmatullah Shahidi,West End Park International Cricket Stadium,Ahmed Shah Pakteen,Izatullah Safi,Bismillah Shinwari
1295182,2021/22,Doha,23-01-22,Afghanistan,Netherlands,Afghanistan,Bat,Normal,No,Afghanistan,48,0,Rahmanullah Gurbaz,West End Park International Cricket Stadium,Ahmed Shah Pakteen,Bismillah Shinwari,Izatullah Safi
1295183,2021/22,Doha,25-01-22,Afghanistan,Netherlands,Afghanistan,Bat,Normal,No,Afghanistan,75,0,Najibullah Zadran,West End Park International Cricket Stadium,Ahmed Shah Durrani,Ahmed Shah Pakteen,Bismillah Shinwari
1299586,2021/22,Al Amarat,05-02-22,Oman,United Arab Emirates,United Arab Emirates,Field,Normal,No,United Arab Emirates,0,4,Chirag Suri,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),AT Holdstock,Vinod Babu,NA
1299587,2021/22,Al Amarat,06-02-22,Oman,United Arab Emirates,United Arab Emirates,Field,Normal,No,United Arab Emirates,0,4,NA,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),AT Holdstock,Akbar Ali,NA
1299588,2021/22,Al Amarat,08-02-22,Oman,United Arab Emirates,United Arab Emirates,Field,Normal,No,NA,0,0,Kashif Daud,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),AT Holdstock,Vinod Babu,NA
1299829,2021/22,Chattogram,23-02-22,Afghanistan,Bangladesh,Afghanistan,Bat,Normal,No,Bangladesh,0,4,Mehedi Hasan Miraz,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Masudur Rahman,Tanvir Ahmed
1299830,2021/22,Chattogram,25-02-22,Bangladesh,Afghanistan,Bangladesh,Bat,Normal,No,Bangladesh,88,0,Liton Das,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Tanvir Ahmed,Gazi Sohel
1299831,2021/22,Chattogram,28-02-22,Bangladesh,Afghanistan,Bangladesh,Bat,Normal,No,Afghanistan,0,7,Rahmanullah Gurbaz,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Tanvir Ahmed,Masudur Rahman
1302349,2022,Amstelveen,31-05-22,Netherlands,West Indies,West Indies,Field,D/L,Yes,West Indies,0,7,SD Hope,VRA Ground,RK Illingworth,Rizwan Akram,N Bathi
1302350,2022,Amstelveen,02-06-22,Netherlands,West Indies,Netherlands,Bat,Normal,No,West Indies,0,5,BA King,VRA Ground,N Bathi,RK Illingworth,Adriaan van den Dries
1302351,2022,Amstelveen,04-06-22,West Indies,Netherlands,West Indies,Bat,Normal,No,West Indies,20,0,KR Mayers,VRA Ground,Adriaan van den Dries,RK Illingworth,Rizwan Akram
1302616,2021/22,Dubai,05-03-22,Oman,United Arab Emirates,United Arab Emirates,Field,Normal,No,Oman,12,0,Bilal Khan,ICC Academy,AT Holdstock,Shiju Sam,NA
1302617,2021/22,Dubai,06-03-22,Namibia,Oman,Namibia,Bat,Normal,No,Namibia,110,0,MG Erasmus,ICC Academy,Akbar Ali,Shiju Sam,NA
1302618,2021/22,Dubai,08-03-22,Namibia,United Arab Emirates,United Arab Emirates,Field,Normal,No,United Arab Emirates,0,3,Kashif Daud,ICC Academy,AT Holdstock,Akbar Ali,NA
1302619,2021/22,Dubai,09-03-22,Oman,United Arab Emirates,Oman,Bat,Normal,No,Oman,8,0,Khawar Ali,ICC Academy,AT Holdstock,Shiju Sam,NA
1302620,2021/22,Sharjah,11-03-22,Namibia,Oman,Namibia,Bat,Normal,No,Oman,0,7,Shoaib Khan,Sharjah Cricket Stadium,Akbar Ali,Shiju Sam,NA
1302621,2021/22,Sharjah,12-03-22,United Arab Emirates,Namibia,Namibia,Field,Normal,No,United Arab Emirates,43,0,V Aravind,Sharjah Cricket Stadium,AT Holdstock,Akbar Ali,NA
1302622,2021/22,Dubai,14-03-22,Oman,Namibia,Oman,Bat,Normal,No,Namibia,0,5,JN Loftie-Eaton,Dubai International Cricket Stadium,AT Holdstock,Shiju Sam,NA
1302623,2021/22,Sharjah,15-03-22,Papua New Guinea,United Arab Emirates,Papua New Guinea,Bat,Normal,No,United Arab Emirates,0,7,Basil Hameed,Sharjah Cricket Stadium,RR Wimalasiri,Shiju Sam,NA
1302624,2021/22,Sharjah,16-03-22,Papua New Guinea,Nepal,Papua New Guinea,Bat,Normal,No,Nepal,0,2,RK Paudel,Sharjah Cricket Stadium,Akbar Ali,Shiju Sam,NA
1302625,2021/22,Dubai,18-03-22,United Arab Emirates,Nepal,United Arab Emirates,Bat,Normal,No,United Arab Emirates,48,0,Rohan Mustafa,Dubai International Cricket Stadium,Akbar Ali,RR Wimalasiri,NA
1302626,2021/22,Dubai,19-03-22,United Arab Emirates,Papua New Guinea,United Arab Emirates,Bat,Normal,No,Papua New Guinea,0,6,A Nao,Dubai International Cricket Stadium,RR Wimalasiri,Shiju Sam,NA
1302627,2021/22,Dubai,21-03-22,United Arab Emirates,Nepal,Nepal,Field,Normal,No,United Arab Emirates,99,0,Rohan Mustafa,Dubai International Cricket Stadium,Akbar Ali,RR Wimalasiri,NA
1302628,2021/22,Dubai,22-03-22,Papua New Guinea,Nepal,Nepal,Field,Normal,No,Nepal,0,7,Aarif Sheikh,Dubai International Cricket Stadium,Akbar Ali,Shiju Sam,NA
1303309,2022,Dublin,10-07-22,Ireland,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,1,MG Bracewell,The Village,Aleem Dar,R Black,PA Reynolds
1303310,2022,Dublin,12-07-22,Ireland,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,3,MG Bracewell,The Village,Aleem Dar,PA Reynolds,R Black
1303311,2022,Dublin,15-07-22,New Zealand,Ireland,New Zealand,Bat,Normal,No,New Zealand,1,0,MJ Guptill,The Village,Aleem Dar,R Black,PA Reynolds
1305496,2021/22,Kirtipur,25-03-22,Papua New Guinea,Nepal,Nepal,Field,Normal,No,Papua New Guinea,6,0,CJA Amini,Tribhuvan University International Cricket Ground,DN Subedi,RR Wimalasiri,NA
1305497,2021/22,Kirtipur,26-03-22,Nepal,Papua New Guinea,Nepal,Bat,Normal,No,Papua New Guinea,0,3,L Siaka,Tribhuvan University International Cricket Ground,RR Wimalasiri,VK Jha,NA
1307296,2022,Kandy,14-06-22,Sri Lanka,Australia,Sri Lanka,Bat,D/L,Yes,Australia,0,2,GJ Maxwell,Pallekele International Cricket Stadium,HDPK Dharmasena,RSA Palliyaguruge,LE Hannibal
1307297,2022,Kandy,16-06-22,Sri Lanka,Australia,Australia,Field,D/L,Yes,Sri Lanka,26,0,C Karunaratne,Pallekele International Cricket Stadium,HDPK Dharmasena,RR Wimalasiri,RSA Palliyaguruge
1307298,2022,Colombo,19-06-22,Australia,Sri Lanka,Australia,Bat,Normal,No,Sri Lanka,0,6,P Nissanka,R Premadasa Stadium,HDPK Dharmasena,LE Hannibal,RR Wimalasiri
1307299,2022,Colombo,21-06-22,Sri Lanka,Australia,Australia,Field,Normal,No,Sri Lanka,4,0,KIC Asalanka,R Premadasa Stadium,RMPJ Rambukwella,RSA Palliyaguruge,HDPK Dharmasena
1307300,2022,Colombo,24-06-22,Sri Lanka,Australia,Sri Lanka,Bat,Normal,No,Australia,0,4,C Karunaratne,R Premadasa Stadium,HDPK Dharmasena,RSA Palliyaguruge,RMPJ Rambukwella
1307479,2022,Edinburgh,31-07-22,Scotland,New Zealand,Scotland,Bat,Normal,No,New Zealand,0,7,MS Chapman,Grange Cricket Club Ground,DA Haggo,DH Mclean,Ryan Milne
1308244,2022,Dubai,09-04-22,Scotland,Papua New Guinea,Papua New Guinea,Field,Normal,No,Scotland,162,0,NA,Dubai International Cricket Stadium,Akbar Ali,BB Pradhan,NA
1308245,2022,Dubai,10-04-22,Scotland,Oman,Scotland,Bat,Normal,No,Scotland,4,0,A Neill,Dubai International Cricket Stadium,Akbar Ali,Rashid Riaz,NA
1308246,2022,Dubai,12-04-22,Papua New Guinea,Oman,Papua New Guinea,Bat,Normal,No,Oman,0,7,Jatinder Singh,Dubai International Cricket Stadium,BB Pradhan,Rashid Riaz,NA
1308247,2022,Dubai,13-04-22,Scotland,Papua New Guinea,Scotland,Bat,Normal,No,Scotland,123,0,GT Main,Dubai International Cricket Stadium,Akbar Ali,BB Pradhan,NA
1308248,2022,Dubai,15-04-22,Oman,Scotland,Oman,Bat,Normal,No,Scotland,0,2,MRJ Watt,Dubai International Cricket Stadium,Akbar Ali,Rashid Riaz,NA
1308249,2022,Dubai,16-04-22,Oman,Papua New Guinea,Oman,Bat,Normal,No,Oman,85,0,Bilal Khan,Dubai International Cricket Stadium,BB Pradhan,Rashid Riaz,NA
1310943,2022,Harare,04-06-22,Afghanistan,Zimbabwe,Zimbabwe,Field,Normal,No,Afghanistan,60,0,Rahmat Shah,Harare Sports Club,L Rusere,M Erasmus,I Chabi
1310944,2022,Harare,06-06-22,Zimbabwe,Afghanistan,Afghanistan,Field,Normal,No,Afghanistan,0,8,Ibrahim Zadran,Harare Sports Club,I Chabi,M Erasmus,L Rusere
1310945,2022,Harare,09-06-22,Zimbabwe,Afghanistan,Afghanistan,Field,Normal,No,Afghanistan,0,4,Rashid Khan,Harare Sports Club,L Rusere,M Erasmus,I Chabi
1311737,2022,Rotterdam,16-08-22,Pakistan,Netherlands,Pakistan,Bat,Normal,No,Pakistan,16,0,Fakhar Zaman,Hazelaarweg,MA Gough,Rizwan Akram,N Bathi
1311738,2022,Rotterdam,18-08-22,Netherlands,Pakistan,Netherlands,Bat,Normal,No,Pakistan,0,7,Mohammad Nawaz (3),Hazelaarweg,MA Gough,N Bathi,Rizwan Akram
1311739,2022,Rotterdam,21-08-22,Pakistan,Netherlands,Pakistan,Bat,Normal,No,Pakistan,9,0,Naseem Shah,Hazelaarweg,MA Gough,Rizwan Akram,Adriaan van den Dries
1312798,2022,Pearland,28-05-22,United States of America,Scotland,United States of America,Bat,Normal,No,United States of America,104,0,SN Netravalkar,Choice Moosa Stadium,LS Reifer,SN Bandekar,NA
1312799,2022,Pearland,29-05-22,Scotland,United States of America,Scotland,Bat,Normal,No,Scotland,111,0,RD Berrington,Choice Moosa Stadium,Jermaine Lindo,LS Reifer,NA
1312800,2022,Pearland,31-05-22,United Arab Emirates,Scotland,United Arab Emirates,Bat,Normal,No,Scotland,0,4,KJ Coetzer,Moosa Cricket Stadium,SN Bandekar,Vijaya Mallela,NA
1312801,2022,Pearland,01-06-22,United Arab Emirates,United States of America,United Arab Emirates,Bat,Normal,No,United States of America,0,4,SJ Modani,Moosa Cricket Stadium,Jermaine Lindo,LS Reifer,NA
1312802,2022,Pearland,03-06-22,Scotland,United Arab Emirates,Scotland,Bat,Normal,No,United Arab Emirates,0,5,NA,Moosa Cricket Stadium,SN Bandekar,Vijaya Mallela,NA
1312803,2022,Pearland,04-06-22,United States of America,United Arab Emirates,United Arab Emirates,Field,Normal,No,United Arab Emirates,0,8,V Aravind,Moosa Cricket Stadium,Jermaine Lindo,LS Reifer,NA
1312804,2022,Pearland,08-06-22,United States of America,Oman,Oman,Field,Normal,No,United States of America,114,0,MD Patel,Moosa Cricket Stadium,LS Reifer,Vijaya Mallela,NA
1312805,2022,Pearland,09-06-22,Oman,Nepal,Oman,Bat,Normal,No,Oman,13,0,Zeeshan Maqsood,Moosa Cricket Stadium,Jermaine Lindo,SN Bandekar,NA
1312806,2022,Pearland,11-06-22,Nepal,United States of America,Nepal,Bat,Normal,No,NA,0,0,Steven Ryan Taylor,Moosa Cricket Stadium,LS Reifer,Vijaya Mallela,NA
1312807,2022,Pearland,12-06-22,Oman,United States of America,Oman,Bat,Normal,No,Oman,13,0,KH Prajapati,Moosa Cricket Stadium,LS Reifer,SN Bandekar,NA
1312808,2022,Pearland,14-06-22,Oman,Nepal,Oman,Bat,Normal,No,Nepal,0,7,Karan KC,Moosa Cricket Stadium,Jermaine Lindo,Vijaya Mallela,NA
1312809,2022,Pearland,15-06-22,United States of America,Nepal,Nepal,Field,Normal,No,United States of America,39,0,G Singh,Moosa Cricket Stadium,LS Reifer,SN Bandekar,NA
1315038,2022,Multan,08-06-22,West Indies,Pakistan,West Indies,Bat,Normal,No,Pakistan,0,5,Khushdil Shah,Multan Cricket Stadium,Ahsan Raza,Aleem Dar,Rashid Riaz
1315039,2022,Multan,10-06-22,Pakistan,West Indies,Pakistan,Bat,Normal,No,Pakistan,120,0,Mohammad Nawaz (3),Multan Cricket Stadium,Ahsan Raza,Asif Yaqoob,Aleem Dar
1315040,2022,Multan,12-06-22,Pakistan,West Indies,Pakistan,Bat,D/L,Yes,Pakistan,53,0,Shadab Khan,Multan Cricket Stadium,Aleem Dar,Rashid Riaz,Asif Yaqoob
1317152,2022,Providence,10-07-22,West Indies,Bangladesh,Bangladesh,Field,Normal,No,Bangladesh,0,6,Mehedi Hasan Miraz,Providence Stadium,GO Brathwaite,JS Wilson,N Duguid
1317153,2022,Providence,13-07-22,West Indies,Bangladesh,Bangladesh,Field,Normal,No,Bangladesh,0,9,Nasum Ahmed,Providence Stadium,JS Wilson,N Duguid,LS Reifer
1317154,2022,Providence,16-07-22,West Indies,Bangladesh,Bangladesh,Field,Normal,No,Bangladesh,0,4,Taijul Islam,Providence Stadium,JS Wilson,LS Reifer,GO Brathwaite
1317476,2022,Townsville,28-08-22,Zimbabwe,Australia,Australia,Field,Normal,No,Australia,0,5,C Green,Tony Ireland Stadium,RJ Tucker,SJ Nogajski,PR Reiffel
1317477,2022,Townsville,31-08-22,Zimbabwe,Australia,Australia,Field,Normal,No,Australia,0,8,MA Starc,Tony Ireland Stadium,DM Koch,PR Reiffel,RJ Tucker
1317478,2022,Townsville,03-09-22,Australia,Zimbabwe,Zimbabwe,Field,Normal,No,Zimbabwe,0,3,RP Burl,Riverway Stadium,P Wilson,RJ Tucker,PR Reiffel
1317479,2022,Cairns,06-09-22,New Zealand,Australia,Australia,Field,Normal,No,Australia,0,2,C Green,Cazaly's Stadium,PR Reiffel,SJ Nogajski,RJ Tucker
1317480,2022,Cairns,08-09-22,Australia,New Zealand,New Zealand,Field,Normal,No,Australia,113,0,MA Starc,Cazaly's Stadium,P Wilson,RJ Tucker,PR Reiffel
1317481,2022,Cairns,11-09-22,Australia,New Zealand,New Zealand,Field,Normal,No,Australia,25,0,SPD Smith,Cazaly's Stadium,PR Reiffel,SJ Nogajski,RJ Tucker
1317489,2022/23,Adelaide,17-11-22,England,Australia,Australia,Field,Normal,No,Australia,0,6,DJ Malan,Adelaide Oval,PR Reiffel,P Wilson,RJ Tucker
1317490,2022/23,Sydney,19-11-22,Australia,England,Australia,Bat,Normal,No,Australia,72,0,MA Starc,Sydney Cricket Ground,RJ Tucker,SJ Nogajski,PR Reiffel
1317491,2022/23,Melbourne,22-11-22,Australia,England,England,Field,D/L,Yes,Australia,221,0,TM Head,Melbourne Cricket Ground,PR Reiffel,P Wilson,RJ Tucker
1317900,2022,Port of Spain,22-07-22,India,West Indies,West Indies,Field,Normal,No,India,3,0,S Dhawan,Queen's Park Oval,JS Wilson,LS Reifer,GO Brathwaite
1317901,2022,Port of Spain,24-07-22,West Indies,India,West Indies,Bat,Normal,No,India,0,2,AR Patel,Queen's Park Oval,GO Brathwaite,JS Wilson,N Duguid
1317902,2022,Port of Spain,27-07-22,India,West Indies,India,Bat,D/L,Yes,India,119,0,Shubman Gill,Queen's Park Oval,JS Wilson,N Duguid,LS Reifer
1317911,2022,Bridgetown,17-08-22,New Zealand,West Indies,West Indies,Field,Normal,No,West Indies,0,5,SSJ Brooks,Kensington Oval,GO Brathwaite,JS Wilson,N Duguid
1317912,2022,Bridgetown,19-08-22,New Zealand,West Indies,West Indies,Field,D/L,Yes,New Zealand,50,0,FH Allen,Kensington Oval,JS Wilson,N Duguid,LS Reifer
1317913,2022,Bridgetown,21-08-22,West Indies,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,5,TWM Latham,Kensington Oval,JS Wilson,LS Reifer,GO Brathwaite
1322031,2022,Ayr,11-07-22,Namibia,Nepal,Namibia,Bat,Normal,No,Namibia,40,0,JN Loftie-Eaton,Cambusdoon New Ground,DA Haggo,Ryan Milne,NA
1322032,2022,Glasgow,13-07-22,Scotland,Nepal,Nepal,Field,Normal,No,Nepal,0,5,Aasif Sheikh,Titwood,DA Haggo,Shiju Sam,NA
1322033,2022,Glasgow,14-07-22,Namibia,Scotland,Scotland,Field,Normal,No,Scotland,0,3,CN Greaves,Titwood,Ryan Milne,Shiju Sam,NA
1322034,2022,Ayr,16-07-22,Namibia,Nepal,Namibia,Bat,Normal,No,Namibia,63,0,BM Scholtz,Cambusdoon New Ground,DA Haggo,DH Mclean,NA
1322035,2022,Glasgow,17-07-22,Nepal,Scotland,Scotland,Field,Normal,No,Scotland,0,8,CS MacLeod,Titwood,Ryan Milne,Shiju Sam,NA
1322036,2022,Aberdeen,10-08-22,Scotland,United Arab Emirates,Scotland,Bat,Normal,No,Scotland,64,0,CS MacLeod,Mannofield Park,DA Haggo,M Burns,NA
1322037,2022,Aberdeen,11-08-22,United Arab Emirates,United States of America,United Arab Emirates,Bat,Normal,No,United States of America,0,1,MD Patel,Mannofield Park,DH Mclean,Ryan Milne,NA
1322038,2022,Aberdeen,13-08-22,United States of America,Scotland,Scotland,Field,Normal,No,Scotland,0,5,CS MacLeod,Mannofield Park,DA Haggo,M Burns,NA
1322039,2022,Aberdeen,14-08-22,Scotland,United Arab Emirates,United Arab Emirates,Field,Normal,No,Scotland,86,0,MRJ Watt,Mannofield Park,DH Mclean,M Burns,NA
1322041,2022,Aberdeen,17-08-22,Scotland,United States of America,United States of America,Field,Normal,No,United States of America,0,2,CS MacLeod,Mannofield Park,DH Mclean,M Burns,NA
1322278,2022/23,Auckland,25-11-22,India,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,7,TWM Latham,Eden Park,CM Brown,CB Gaffaney,WR Knights
1322279,2022/23,Hamilton,27-11-22,India,New Zealand,New Zealand,Field,Normal,No,NA,0,0,NA,Seddon Park,CB Gaffaney,WR Knights,CM Brown
1322280,2022/23,Christchurch,30-11-22,India,New Zealand,New Zealand,Field,Normal,No,NA,0,0,NA,Hagley Oval,CM Brown,CB Gaffaney,SB Haig
1322359,2022/23,Auckland,25-03-23,New Zealand,Sri Lanka,Sri Lanka,Field,Normal,No,New Zealand,198,0,HB Shipley,Eden Park,SB Haig,WR Knights,CM Brown
1322361,2022/23,Hamilton,31-03-23,Sri Lanka,New Zealand,Sri Lanka,Bat,Normal,No,New Zealand,0,6,WA Young,Seddon Park,CM Brown,WR Knights,SB Haig
1323292,2022,Harare,05-08-22,Bangladesh,Zimbabwe,Zimbabwe,Field,Normal,No,Zimbabwe,0,5,Sikandar Raza,Harare Sports Club,I Chabi,L Rusere,C Phiri
1323293,2022,Harare,07-08-22,Bangladesh,Zimbabwe,Zimbabwe,Field,Normal,No,Zimbabwe,0,5,Sikandar Raza,Harare Sports Club,F Mutizwa,L Rusere,I Chabi
1323294,2022,Harare,10-08-22,Bangladesh,Zimbabwe,Zimbabwe,Field,Normal,No,Bangladesh,105,0,Afif Hossain,Harare Sports Club,C Phiri,L Rusere,F Mutizwa
1325549,2022,Harare,18-08-22,Zimbabwe,India,India,Field,Normal,No,India,0,10,DL Chahar,Harare Sports Club,AT Holdstock,L Rusere,I Chabi
1325550,2022,Harare,20-08-22,Zimbabwe,India,India,Field,Normal,No,India,0,5,SV Samson,Harare Sports Club,AT Holdstock,I Chabi,L Rusere
1325551,2022,Harare,22-08-22,India,Zimbabwe,India,Bat,Normal,No,India,13,0,Shubman Gill,Harare Sports Club,AT Holdstock,L Rusere,F Mutizwa
1327509,2022/23,Lucknow,06-10-22,South Africa,India,India,Field,Normal,No,South Africa,9,0,H Klaasen,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,AK Chaudhary,J Madanagopal,KN Ananthapadmanabhan
1327510,2022/23,Ranchi,09-10-22,South Africa,India,South Africa,Bat,Normal,No,India,0,7,SS Iyer,JSCA International Stadium Complex,KN Ananthapadmanabhan,VK Sharma,J Madanagopal
1327511,2022/23,Delhi,11-10-22,South Africa,India,India,Field,Normal,No,India,0,7,Kuldeep Yadav,Arun Jaitley Stadium,AK Chaudhary,J Madanagopal,VK Sharma
1331365,2022,Port Moresby,11-09-22,United States of America,Papua New Guinea,Papua New Guinea,Field,Normal,No,NA,0,0,S Bau,Amini Park,DM Koch,L Oala,NA
1331366,2022,Port Moresby,13-09-22,Papua New Guinea,United States of America,United States of America,Field,Normal,No,Papua New Guinea,26,0,NA,Amini Park,A Kapa,DM Koch,NA
1331367,2022,Port Moresby,15-09-22,Namibia,United States of America,Namibia,Bat,Normal,No,Namibia,79,0,NA,Amini Park,A Kapa,L Oala,NA
1331368,2022,Port Moresby,17-09-22,Namibia,United States of America,United States of America,Field,Normal,No,Namibia,68,0,MG Erasmus,Amini Park,A Kapa,L Oala,NA
1331369,2022,Port Moresby,20-09-22,Namibia,Papua New Guinea,Namibia,Bat,Normal,No,Namibia,167,0,NA,Amini Park,DM Koch,L Oala,NA
1331370,2022,Port Moresby,21-09-22,Namibia,Papua New Guinea,Namibia,Bat,Normal,No,Namibia,61,0,MG Erasmus,Amini Park,A Kapa,DM Koch,NA
1336052,2023,Cardiff,08-09-23,England,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,8,DP Conway,Sophia Gardens,AG Wharf,PR Reiffel,AT Holdstock
1336053,2023,Southampton,10-09-23,England,New Zealand,New Zealand,Field,Normal,No,England,79,0,LS Livingstone,The Rose Bowl,AT Holdstock,MJ Saggers,PR Reiffel
1336054,2023,London,13-09-23,England,New Zealand,New Zealand,Field,Normal,No,England,181,0,BA Stokes,Kennington Oval,AG Wharf,PR Reiffel,AT Holdstock
1336055,2023,London,15-09-23,England,New Zealand,England,Bat,Normal,No,England,100,0,DJ Malan,Lord's,AT Holdstock,MJ Saggers,PR Reiffel
1336129,2023,Nottingham,23-09-23,England,Ireland,Ireland,Field,Normal,No,England,48,0,WG Jacks,Trent Bridge,DJ Millns,RJ Tucker,PR Reiffel
1339595,2022/23,Bloemfontein,27-01-23,South Africa,England,South Africa,Bat,Normal,No,South Africa,27,0,SSB Magala,Mangaung Oval,BP Jele,M Erasmus,A Paleker
1339596,2022/23,Bloemfontein,29-01-23,England,South Africa,South Africa,Field,Normal,No,South Africa,0,5,T Bavuma,Mangaung Oval,AT Holdstock,M Erasmus,BP Jele
1339597,2022/23,Kimberley,01-02-23,England,South Africa,South Africa,Field,Normal,No,England,59,0,JC Buttler,Diamond Oval,A Paleker,M Erasmus,AT Holdstock
1339602,2022/23,East London,18-03-23,West Indies,South Africa,West Indies,Bat,Normal,No,West Indies,48,0,SD Hope,Buffalo Park,A Paleker,M Erasmus,BP Jele
1339603,2022/23,Potchefstroom,21-03-23,West Indies,South Africa,South Africa,Field,Normal,No,South Africa,0,4,H Klaasen,Senwes Park,BP Jele,M Erasmus,AT Holdstock
1339607,2022/23,Benoni,31-03-23,Netherlands,South Africa,South Africa,Field,Normal,No,South Africa,0,8,SSB Magala,Willowmoore Park,A Paleker,M Erasmus,AT Holdstock
1339608,2022/23,Johannesburg,02-04-23,South Africa,Netherlands,Netherlands,Field,Normal,No,South Africa,146,0,AK Markram,The Wanderers Stadium,AT Holdstock,M Erasmus,A Paleker
1339611,2022/23,Karachi,09-01-23,New Zealand,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,6,Naseem Shah,National Stadium,Aleem Dar,Asif Yaqoob,Ahsan Raza
1339612,2022/23,Karachi,11-01-23,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,79,0,DP Conway,National Stadium,Aleem Dar,Rashid Riaz,Asif Yaqoob
1339613,2022/23,Karachi,13-01-23,Pakistan,New Zealand,Pakistan,Bat,Normal,No,New Zealand,0,2,GD Phillips,National Stadium,Ahsan Raza,Aleem Dar,Rashid Riaz
1339619,2023,Rawalpindi,27-04-23,New Zealand,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,5,Fakhar Zaman,Rawalpindi Cricket Stadium,Ahsan Raza,Aleem Dar,Rashid Riaz
1339620,2023,Rawalpindi,29-04-23,New Zealand,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,7,Fakhar Zaman,Rawalpindi Cricket Stadium,Aleem Dar,Rashid Riaz,Ahsan Raza
1339621,2023,Karachi,03-05-23,Pakistan,New Zealand,New Zealand,Field,Normal,No,Pakistan,26,0,Imam-ul-Haq,National Stadium,Faisal Afridi,L Rusere,JS Wilson
1339622,2023,Karachi,05-05-23,Pakistan,New Zealand,New Zealand,Field,Normal,No,Pakistan,102,0,Babar Azam,National Stadium,Asif Yaqoob,JS Wilson,L Rusere
1339623,2023,Karachi,07-05-23,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,47,0,HB Shipley,National Stadium,L Rusere,Rashid Riaz,JS Wilson
1340532,2022/23,Kandy,25-11-22,Afghanistan,Sri Lanka,Afghanistan,Bat,Normal,No,Afghanistan,60,0,Ibrahim Zadran,Pallekele International Cricket Stadium,Nitin Menon,RSA Palliyaguruge,LE Hannibal
1340533,2022/23,Kandy,27-11-22,Afghanistan,Sri Lanka,Afghanistan,Bat,Normal,No,NA,0,0,NA,Pallekele International Cricket Stadium,Nitin Menon,RR Wimalasiri,RSA Palliyaguruge
1340534,2022/23,Kandy,30-11-22,Afghanistan,Sri Lanka,Afghanistan,Bat,Normal,No,Sri Lanka,0,4,KIC Asalanka,Pallekele International Cricket Stadium,LE Hannibal,Nitin Menon,RR Wimalasiri
1340845,2022/23,Dhaka,04-12-22,India,Bangladesh,Bangladesh,Field,Normal,No,Bangladesh,0,1,Mehedi Hasan Miraz,Shere Bangla National Stadium,MA Gough,Tanvir Ahmed,Sharfuddoula
1340846,2022/23,Dhaka,07-12-22,Bangladesh,India,Bangladesh,Bat,Normal,No,Bangladesh,5,0,Mehedi Hasan Miraz,Shere Bangla National Stadium,Masudur Rahman,MA Gough,Gazi Sohel
1340847,2022/23,Chattogram,10-12-22,India,Bangladesh,Bangladesh,Field,Normal,No,India,227,0,Ishan Kishan,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,MA Gough,Masudur Rahman
1341969,2022/23,Windhoek,19-11-22,Papua New Guinea,Namibia,Namibia,Field,Normal,No,Namibia,0,8,T Lungameni,Wanderers Cricket Ground,BP Jele,C Thorburn,NA
1341970,2022/23,Windhoek,20-11-22,United States of America,Namibia,Namibia,Field,Normal,No,United States of America,71,0,G Singh,Wanderers Cricket Ground,BP Jele,Claus Schumacher,NA
1341971,2022/23,Windhoek,22-11-22,Papua New Guinea,United States of America,United States of America,Field,Normal,No,United States of America,0,6,MD Patel,Wanderers Cricket Ground,C Thorburn,Claus Schumacher,NA
1341972,2022/23,Windhoek,23-11-22,Papua New Guinea,Namibia,Papua New Guinea,Bat,Normal,No,Namibia,0,3,R Trumpelmann,Wanderers Cricket Ground,BP Jele,C Thorburn,NA
1341973,2022/23,Windhoek,25-11-22,United States of America,Papua New Guinea,United States of America,Bat,Normal,No,United States of America,35,0,Steven Ryan Taylor,Wanderers Cricket Ground,A Louw,Claus Schumacher,NA
1341974,2022/23,Windhoek,26-11-22,United States of America,Namibia,Namibia,Field,Normal,No,Namibia,0,6,NA,Wanderers Cricket Ground,A Louw,BP Jele,NA
1341975,2022/23,Windhoek,01-12-22,Namibia,Scotland,Scotland,Field,Normal,No,Scotland,0,4,KJ Coetzer,United Cricket Club Ground,Claus Schumacher,S George,NA
